12:27:57,3/10/2018,0.03,6.33
12:28:7,3/10/2018,0.02,5.92
12:28:18,3/10/2018,0.02,5.84
12:28:28,3/10/2018,0.02,5.75
12:28:38,3/10/2018,0.02,5.75
12:28:49,3/10/2018,0.02,5.44
12:28:59,3/10/2018,0.03,6.15
12:29:9,3/10/2018,0.02,5.78
12:29:19,3/10/2018,0.03,6.19
12:29:30,3/10/2018,0.02,5.54
12:29:40,3/10/2018,0.03,6.04
12:29:50,3/10/2018,0.02,5.25
12:30:0,3/10/2018,0.03,6.04
12:30:11,3/10/2018,0.02,5.41
12:30:21,3/10/2018,0.03,6.17
12:30:31,3/10/2018,0.02,5.56
12:30:41,3/10/2018,0.03,6.08
12:30:52,3/10/2018,0.02,5.28
12:31:2,3/10/2018,0.03,6.08
12:31:12,3/10/2018,0.02,5.94
12:31:23,3/10/2018,0.02,6.00
12:31:33,3/10/2018,0.02,5.73
12:31:43,3/10/2018,0.02,5.58
12:31:53,3/10/2018,0.03,6.12
12:32:4,3/10/2018,0.02,5.85
12:32:14,3/10/2018,0.03,6.09
12:32:24,3/10/2018,0.02,5.75
12:32:34,3/10/2018,0.02,5.89
12:32:45,3/10/2018,0.02,5.89
12:32:55,3/10/2018,0.02,5.76
12:33:5,3/10/2018,0.02,5.92
12:33:15,3/10/2018,0.02,5.66
12:33:26,3/10/2018,0.03,6.11
12:33:36,3/10/2018,0.02,5.84
12:33:46,3/10/2018,0.03,6.18
12:33:56,3/10/2018,0.02,5.90
12:34:7,3/10/2018,0.02,5.78
12:34:17,3/10/2018,0.03,6.17
12:34:27,3/10/2018,0.02,5.69
12:34:38,3/10/2018,0.02,5.67
12:34:48,3/10/2018,0.02,5.88
12:34:58,3/10/2018,0.02,5.76
12:35:8,3/10/2018,0.03,6.20
12:35:19,3/10/2018,0.02,5.65
12:35:29,3/10/2018,0.02,5.49
12:35:39,3/10/2018,0.02,5.97
12:35:49,3/10/2018,0.02,5.52
12:36:0,3/10/2018,0.02,5.98
12:36:10,3/10/2018,0.03,6.04
12:36:20,3/10/2018,0.02,5.55
12:36:30,3/10/2018,0.03,6.04
12:36:41,3/10/2018,0.02,5.39
12:36:51,3/10/2018,0.02,5.88
12:37:1,3/10/2018,0.02,5.86
12:37:12,3/10/2018,0.02,5.53
12:37:22,3/10/2018,0.03,6.19
12:37:32,3/10/2018,0.02,5.81
12:37:42,3/10/2018,0.02,5.80
12:37:53,3/10/2018,0.03,6.28
12:38:3,3/10/2018,0.02,5.50
12:38:13,3/10/2018,0.03,6.15
12:38:23,3/10/2018,0.02,5.31
12:38:34,3/10/2018,0.03,6.01
12:38:44,3/10/2018,0.02,5.83
12:38:54,3/10/2018,0.03,6.04
12:39:4,3/10/2018,0.02,5.67
12:39:15,3/10/2018,0.02,5.81
12:39:25,3/10/2018,0.02,5.58
12:39:35,3/10/2018,0.02,5.91
12:39:45,3/10/2018,0.03,6.13
12:39:56,3/10/2018,0.02,5.89
12:40:6,3/10/2018,0.03,6.13
12:40:16,3/10/2018,0.02,5.94
12:40:27,3/10/2018,0.02,5.54
12:40:37,3/10/2018,0.03,6.13
12:40:47,3/10/2018,0.02,5.44
12:40:57,3/10/2018,0.03,6.01
12:41:8,3/10/2018,0.02,5.70
12:41:18,3/10/2018,0.03,6.08
12:41:28,3/10/2018,0.02,5.77
12:41:38,3/10/2018,0.03,6.18
12:41:49,3/10/2018,0.02,5.76
12:41:59,3/10/2018,0.03,6.14
12:42:9,3/10/2018,0.02,5.46
12:42:19,3/10/2018,0.03,6.34
12:42:30,3/10/2018,0.02,5.80
12:42:40,3/10/2018,0.03,6.27
12:42:50,3/10/2018,0.02,5.46
12:43:1,3/10/2018,0.03,6.12
12:43:11,3/10/2018,0.02,5.97
12:43:21,3/10/2018,0.02,5.92
12:43:31,3/10/2018,0.02,5.93
12:43:42,3/10/2018,0.02,5.69
12:43:52,3/10/2018,0.03,6.14
12:44:2,3/10/2018,0.02,5.68
12:44:12,3/10/2018,0.03,6.17
12:44:23,3/10/2018,0.02,5.66
12:44:33,3/10/2018,0.02,6.00
12:44:43,3/10/2018,0.02,5.66
12:44:53,3/10/2018,0.02,5.76
12:45:4,3/10/2018,0.02,5.78
12:45:14,3/10/2018,0.02,5.54
12:45:24,3/10/2018,0.03,6.14
12:45:34,3/10/2018,0.02,5.40
12:45:45,3/10/2018,0.02,5.82
12:45:55,3/10/2018,0.02,5.82
12:46:5,3/10/2018,0.02,5.52
12:46:16,3/10/2018,0.03,6.19
12:46:26,3/10/2018,0.02,5.93
12:46:36,3/10/2018,0.02,5.64
12:46:46,3/10/2018,0.03,6.21
12:46:57,3/10/2018,0.02,5.52
12:47:7,3/10/2018,0.02,5.80
12:47:17,3/10/2018,0.02,6.00
12:47:27,3/10/2018,0.02,5.68
